county,year,all_crimes,all_index_crimes,person_index_crimes,property_index_crimes,all_person_crimes,all_property_crimes,all_behavior_crimes,aggravated_assault,arson,burglary,curfew,disorderly_conduct,drugs,duii,embezzlement,family,forgery,fraud,gambling,kidnapping,larceny,liquor,motor_vehicle_theft,murder,negligent_homicide,other_behavior,other_sex_crimes,prostitution,rape,robbery,runaway,simple_assault,stolen_property,vandalism,weapons,all_crimes_rate
Jackson,2006,11682,2274,303,1971,1212,2978,7492,232,43,304,160,782,1882,1336,63,48,154,234,0,1,1554,1079,113,3,2,2049,109,8,15,53,7,797,68,445,141,5968.7
Jackson,2007,11324,2068,261,1807,1129,2879,7316,205,45,246,89,728,1645,1347,37,55,112,240,0,3,1459,1136,102,3,1,2163,105,7,15,38,9,759,38,600,137,5690.9
Jackson,2008,11036,2916,355,2561,1589,3594,5853,279,50,291,55,493,1949,1050,64,41,143,214,0,6,2156,645,114,0,2,1399,132,16,18,58,3,1094,43,519,202,5475.9
Jackson,2009,10692,2128,249,1879,1127,2547,7018,196,35,151,78,942,1462,1284,22,43,75,178,0,3,1630,1201,98,0,0,1897,104,5,19,34,1,771,56,302,105,5272.3
Jackson,2010,11544,2179,301,1878,1212,2519,7813,245,22,211,177,938,1970,1234,23,54,75,193,0,6,1478,1105,189,2,2,2166,95,4,11,43,4,808,18,310,161,5556.8
Jackson,2011,12290,2124,338,1786,1433,2547,8310,275,26,172,63,1025,2397,1513,18,36,88,231,0,7,1505,818,109,7,1,2296,272,3,12,44,4,815,19,379,155,6025.9
Jackson,2012,12730,2591,363,2228,1358,2989,8383,280,23,187,76,950,2434,1478,16,57,78,313,0,8,1909,845,132,2,4,2366,95,3,21,60,4,888,61,270,170,6221.1
Jefferson,1991,1429,202,12,190,127,269,1033,7,1,28,63,127,57,383,0,2,6,3,0,1,144,191,18,0,0,183,11,0,3,2,16,103,32,37,11,9930.3
Jefferson,1992,1219,253,23,230,124,276,819,18,1,59,60,107,73,270,0,8,12,3,0,1,154,151,17,1,0,130,8,0,4,0,11,92,0,30,9,8164.9
Jefferson,1993,1140,229,16,213,172,282,686,9,1,45,15,119,84,242,0,3,21,8,0,1,156,82,12,3,0,118,14,0,3,1,8,141,1,38,15,7383.5
Jefferson,1994,1176,155,48,107,202,192,782,44,4,28,3,141,109,245,0,13,11,9,0,0,71,85,8,0,1,134,12,0,2,2,38,141,6,55,14,7197.2
Jefferson,1995,1544,289,56,233,226,315,1003,55,5,26,25,166,126,247,0,11,10,6,0,5,177,104,30,0,0,219,13,0,0,1,81,152,7,54,24,9077.3
Jefferson,1996,1612,332,56,276,254,367,991,51,4,41,26,130,171,170,0,5,29,10,0,0,208,78,27,0,2,325,18,0,1,4,62,178,5,43,24,9280.5
Jefferson,1997,1335,218,30,188,267,260,808,27,9,43,41,107,100,165,0,5,19,10,0,3,133,128,12,0,2,181,25,1,2,1,59,207,1,33,21,7425
Jefferson,1998,1444,248,21,227,252,286,906,15,4,27,29,144,72,200,0,11,12,7,0,2,188,143,12,0,0,238,10,0,2,4,54,219,0,36,15,7847.7
Jefferson,1999,1461,270,17,253,194,317,950,15,8,30,16,155,90,305,1,4,10,7,0,1,210,144,13,1,1,188,8,0,1,0,37,167,3,35,11,7804.3
Jefferson,2000,1240,173,15,158,176,206,858,8,2,12,23,171,120,225,1,4,12,11,0,2,123,136,23,2,0,124,14,0,0,5,42,145,5,17,13,6501.3
Jefferson,2001,1114,196,38,158,184,222,708,35,4,28,5,122,114,216,3,15,15,14,0,0,119,76,11,0,0,93,13,0,2,1,42,133,3,25,25,5796.9
Jefferson,2002,1072,203,34,169,158,210,704,29,5,42,6,129,124,206,1,6,8,6,0,1,109,81,18,1,1,100,23,0,0,4,39,99,0,21,13,5481.8
Jefferson,2003,1015,182,24,158,133,217,665,19,7,24,5,138,107,149,2,14,10,5,0,2,126,96,8,0,0,79,22,0,1,4,58,85,1,34,19,5206.1
Jefferson,2004,918,174,31,143,138,189,591,24,4,30,11,94,95,144,4,7,4,9,0,0,106,105,7,1,0,87,11,0,0,6,27,96,1,24,21,4651.6
Jefferson,2005,1140,153,44,109,135,154,851,41,4,17,1,93,201,107,1,7,2,4,0,0,78,316,14,0,0,87,16,0,0,3,22,75,3,31,17,5707.3
Jefferson,2006,1066,176,46,130,137,171,758,43,0,20,6,120,116,134,0,5,2,2,0,0,86,224,24,1,0,90,13,1,0,2,34,78,1,36,28,5156.4
Jefferson,2007,890,155,21,134,110,189,591,17,3,28,0,77,104,147,0,4,4,2,0,0,95,131,11,1,0,88,12,1,0,3,22,77,3,43,17,4201.7
Jefferson,2008,938,181,16,165,124,211,603,10,2,35,14,112,99,127,0,5,10,1,0,1,121,139,9,1,0,72,17,0,0,5,13,90,2,31,22,4364.6
Jefferson,2009,1002,185,22,163,120,211,671,9,1,15,1,114,102,109,0,11,3,3,0,1,140,215,8,0,0,94,11,2,0,13,10,86,3,38,13,4629.4
Jefferson,2010,884,189,11,178,109,230,545,2,1,19,4,87,126,90,0,4,6,5,0,0,130,93,29,1,0,114,14,0,0,8,17,84,2,38,10,3866.1
Jefferson,2011,881,133,15,118,110,174,597,6,1,23,2,97,155,79,0,10,4,3,0,0,87,99,8,0,0,115,8,0,1,8,20,87,0,48,20,4033
Jefferson,2012,744,153,8,145,95,208,441,3,2,19,0,121,107,60,0,21,22,4,0,0,122,31,4,0,0,66,7,0,1,4,20,80,0,35,15,3391.1
Josephine,1991,2685,607,42,565,294,703,1688,14,4,95,83,49,303,656,0,7,17,19,0,1,433,251,37,3,1,187,31,0,6,19,122,219,3,95,30,4158.6
Josephine,1992,2873,608,48,560,373,688,1812,20,17,114,94,90,314,577,0,6,15,10,1,1,407,222,39,0,2,285,38,1,13,15,183,284,0,86,39,4387.6
Josephine,1993,3261,677,57,620,465,752,2044,31,7,122,71,61,359,612,0,5,26,9,0,5,455,315,43,1,1,353,34,0,5,20,211,368,3,87,57,4832.3
Josephine,1994,2963,828,90,738,403,838,1722,59,7,102,67,66,348,423,0,4,19,9,0,2,561,161,75,2,0,301,19,0,9,20,285,292,5,60,67,4270.3
Josephine,1995,2875,719,75,644,381,772,1722,53,12,93,64,88,345,350,0,12,25,13,3,6,461,190,90,2,0,365,17,1,1,19,243,283,6,72,61,4032.8
Josephine,1996,3142,738,94,644,496,789,1857,62,4,105,131,49,284,525,0,8,12,4,0,2,509,269,30,3,0,264,18,0,4,25,264,382,0,125,63,4345.7
Josephine,1997,3452,748,93,655,510,807,2135,64,14,130,155,112,431,505,0,4,32,11,0,4,460,235,65,6,0,283,10,0,8,15,338,403,7,88,72,4702.2
Josephine,1998,3471,720,96,624,519,753,2199,59,4,82,205,122,366,511,0,10,20,6,0,3,472,338,70,4,0,384,11,0,4,29,207,409,11,88,56,4663.5
Josephine,1999,3179,663,88,575,407,687,2085,55,7,60,139,75,345,567,0,9,30,5,0,1,449,346,66,2,0,457,11,0,5,26,109,307,6,64,38,4226.7
Josephine,2000,3243,579,65,514,397,649,2197,36,14,71,103,99,359,741,0,15,23,9,0,2,390,348,53,0,0,373,11,1,2,27,113,319,5,84,45,4272.8
Josephine,2001,3313,446,69,377,379,475,2459,46,8,59,187,125,428,712,0,28,20,7,0,4,286,376,32,1,2,437,24,2,6,16,101,280,3,60,63,4319.3
Josephine,2002,3507,499,46,453,329,578,2600,24,15,58,202,124,558,726,0,21,22,10,1,3,353,429,42,0,0,389,18,0,7,15,102,262,3,75,48,4530.5
Josephine,2003,3286,594,57,537,352,641,2293,19,4,61,151,150,592,654,0,11,20,10,0,9,429,333,47,2,0,263,29,2,9,27,80,257,4,66,57,4211.7
Josephine,2004,3090,605,67,538,321,652,2117,39,4,70,100,205,620,552,0,5,25,11,0,2,423,238,45,4,1,258,9,0,3,21,88,242,0,74,51,3952.5
Josephine,2005,2624,556,54,502,279,604,1741,29,12,51,89,163,420,375,0,5,17,10,0,1,409,204,42,3,0,354,20,1,7,15,92,204,1,62,38,3315.9
Josephine,2006,1986,327,27,300,230,370,1386,16,6,23,55,107,309,195,0,3,11,8,0,0,253,243,24,0,0,355,8,0,0,11,92,195,1,44,27,2466.5
Josephine,2007,2018,379,48,331,254,428,1336,26,5,57,6,118,322,229,0,2,9,5,1,1,246,254,28,1,0,265,16,0,3,18,94,189,3,75,45,2469.9
Josephine,2008,2387,523,33,490,306,590,1491,10,3,55,5,129,406,198,0,8,5,3,0,1,425,407,10,1,0,188,11,1,2,20,107,261,0,89,42,2893
Josephine,2009,2479,511,67,444,358,564,1557,34,5,80,0,97,372,212,0,25,9,7,0,1,348,420,16,0,1,338,19,0,1,32,48,270,2,97,45,2994.3
Josephine,2010,2794,452,67,385,373,484,1937,34,1,72,11,127,559,494,0,3,12,16,0,2,280,294,33,1,1,342,20,0,3,29,55,283,1,69,52,3342.2
Josephine,2011,2960,624,94,530,372,650,1938,46,3,82,2,209,605,408,0,2,15,8,0,0,425,261,23,2,1,369,29,0,8,38,28,248,0,94,54,3573.9
Josephine,2012,2066,511,77,434,227,538,1301,61,6,37,4,125,393,284,0,1,6,11,0,1,375,127,22,1,0,314,4,0,0,15,15,145,6,75,38,2495.6
Klamath,1991,2282,578,69,509,425,594,1263,42,4,92,48,131,83,526,2,5,8,8,0,3,384,228,33,2,1,190,17,0,4,21,18,335,11,52,34,3914.8
Klamath,1992,2016,601,80,521,415,603,998,45,7,94,57,113,63,442,0,2,4,10,0,2,390,99,37,6,1,182,12,2,1,28,12,320,9,52,26,3433.7
Klamath,1993,2184,721,128,593,511,688,985,96,3,106,31,109,135,365,0,4,12,3,0,1,424,49,63,5,0,203,16,0,7,20,45,366,10,67,44,3662.7
Klamath,1994,2668,858,144,714,577,838,1253,90,9,90,12,160,224,373,0,3,21,9,0,6,572,79,52,2,2,262,23,0,10,42,68,402,25,60,72,4403.5
Klamath,1995,2961,943,141,802,538,956,1467,105,17,130,14,165,335,440,0,6,27,12,0,5,593,102,79,2,1,259,18,0,2,32,36,373,27,71,110,4839.2
Klamath,1996,2569,771,115,656,443,778,1348,65,14,109,3,135,326,463,0,11,11,10,0,9,509,140,38,3,0,199,17,0,8,39,3,302,13,74,68,4134.7
Klamath,1997,3055,770,141,629,546,797,1712,90,6,93,6,194,327,602,0,9,27,28,0,4,461,147,75,3,1,315,27,1,3,45,50,373,14,93,61,4860
Klamath,1998,2902,783,119,664,464,824,1614,90,10,132,9,190,232,689,1,6,16,18,0,4,482,142,50,1,1,234,23,0,3,25,78,317,13,102,34,4588.4
Klamath,1999,2517,602,105,497,392,627,1498,79,11,98,8,185,192,590,0,11,11,21,0,6,375,153,24,0,1,212,24,1,7,19,110,256,20,67,36,3962.1
Klamath,2000,2739,529,85,444,386,578,1775,60,10,71,1,209,313,645,0,11,10,36,0,8,349,167,24,2,0,279,27,1,1,22,98,266,4,74,51,4290.6
Klamath,2001,2713,500,77,423,377,546,1790,52,21,83,7,202,353,595,0,25,7,26,0,11,307,156,33,0,1,307,30,0,7,18,97,258,5,64,48,4226.3
Klamath,2002,2716,493,80,413,403,535,1778,54,21,70,1,232,338,602,0,21,15,19,0,7,303,154,40,1,0,273,22,0,5,20,93,294,7,60,64,4208.4
Klamath,2003,2669,569,90,479,462,611,1596,54,19,82,3,190,326,458,0,27,32,21,0,9,358,122,39,0,1,277,26,0,7,29,119,336,6,54,74,4132.8
Klamath,2004,2608,585,119,466,481,575,1552,83,5,69,5,172,500,463,3,27,16,14,0,3,354,92,43,1,0,194,20,0,2,33,37,339,6,65,62,4026.3
Klamath,2005,2572,588,80,508,490,625,1457,46,12,84,2,157,391,432,2,15,11,32,0,4,383,95,41,2,0,283,32,1,8,24,21,374,3,57,60,3956
Klamath,2006,2579,530,106,424,424,546,1609,74,7,88,0,193,337,508,1,11,10,10,0,4,296,160,40,5,2,316,14,0,6,21,20,298,8,86,64,3942.5
Klamath,2007,2752,628,114,514,454,648,1650,75,10,87,1,192,430,493,1,17,21,9,0,0,397,126,30,4,0,302,22,0,11,24,10,318,15,78,79,4184.3
Klamath,2008,2235,538,117,421,378,566,1291,83,9,62,0,209,238,420,1,11,23,16,0,3,347,69,12,0,0,271,10,0,7,27,14,248,8,88,59,3379.8
Klamath,2009,2525,643,106,537,413,707,1405,74,11,73,0,295,293,423,0,13,21,15,0,0,452,87,12,1,0,235,18,2,7,24,2,289,4,119,55,3809
Klamath,2010,2616,658,99,559,460,711,1445,76,6,80,0,273,396,363,1,4,14,20,0,0,453,103,26,1,2,226,14,0,4,18,7,345,6,105,73,3935.3
Klamath,2011,2827,733,86,647,413,819,1595,60,5,70,0,300,481,444,0,6,17,27,0,4,528,29,49,3,0,232,29,0,7,16,1,294,16,107,102,4246
Klamath,2012,2694,695,85,610,395,769,1530,57,5,62,0,260,518,344,0,8,18,36,0,2,495,42,53,0,1,270,24,0,2,26,7,283,12,88,81,4036.7
Lake,1991,308,43,2,41,35,60,213,2,0,2,8,16,15,66,0,1,2,0,0,0,37,65,2,0,0,29,2,0,0,0,1,31,3,14,12,4301.6
Lake,1992,316,42,3,39,40,53,223,3,3,7,12,18,9,82,0,5,2,1,1,1,28,47,4,0,0,36,2,0,0,0,7,34,1,7,6,4329
Lake,1993,293,53,8,45,43,64,186,6,1,8,6,22,34,51,0,0,1,2,0,0,32,28,5,1,0,33,1,0,1,0,5,34,0,15,7,4002.9
Lake,1994,323,64,7,57,50,77,196,6,0,10,6,23,13,51,0,1,8,1,0,0,40,59,7,0,1,30,0,0,1,0,8,42,1,10,5,4340.9
Lake,1995,342,66,8,58,48,76,218,7,0,16,14,16,19,72,0,2,1,0,0,1,36,49,6,0,0,33,4,0,1,0,6,35,0,17,7,4572.4
Lake,1996,289,69,6,63,34,72,183,5,0,7,12,15,12,51,0,0,0,0,0,0,52,53,4,0,0,24,1,0,1,0,12,27,2,7,4,3874
Lake,1997,374,72,5,67,48,76,250,1,2,14,16,14,23,64,0,2,0,1,0,0,48,82,5,0,0,26,3,0,1,3,21,40,0,6,2,5013.3
Lake,1998,249,47,4,43,23,66,160,3,0,8,7,22,13,39,0,8,3,0,0,0,31,41,4,1,0,17,0,0,0,0,8,19,0,20,5,3374.5
Lake,1999,223,49,24,25,32,31,160,22,0,5,0,10,14,75,0,1,0,0,0,0,13,42,7,0,0,12,2,0,0,2,1,6,2,4,5,3005.6
Lake,2000,313,65,19,46,58,54,201,16,0,11,0,42,18,64,0,6,0,2,0,1,25,37,10,0,2,30,9,0,2,1,0,27,0,6,4,4210.5
Lake,2001,318,62,9,53,41,69,208,8,0,14,4,13,20,64,0,12,2,2,0,1,24,37,15,0,0,42,3,0,1,0,3,28,1,11,13,4210.6
Lake,2002,161,20,2,18,24,21,116,2,0,10,0,6,13,46,0,7,0,0,0,0,4,17,4,0,0,21,2,0,0,0,2,20,0,3,4,2136.8
Lake,2003,186,23,8,15,30,20,136,4,1,6,0,23,11,57,0,4,1,1,0,0,6,15,3,0,0,19,2,0,4,0,4,20,0,2,3,2474.6
Lake,2004,196,29,5,24,24,36,136,5,2,9,0,18,9,60,0,3,0,0,0,1,11,12,4,0,0,24,6,0,0,0,3,12,0,10,7,2562.9
Lake,2005,229,29,10,19,36,27,166,8,0,4,0,10,28,48,0,4,3,1,0,0,9,25,6,0,0,35,0,0,2,0,1,26,0,4,15,2980.3
Lake,2006,267,30,9,21,26,37,204,9,1,5,0,8,52,61,0,1,1,1,0,0,16,21,0,0,0,48,4,0,0,0,0,13,0,13,13,3444.6
Lake,2007,357,59,9,50,35,63,259,8,1,11,0,16,73,70,0,5,0,0,0,0,35,25,4,1,0,58,10,0,0,0,0,16,0,12,12,4572.2
Lake,2008,280,20,8,12,29,21,230,8,0,4,0,11,79,59,0,2,3,3,0,0,8,31,0,0,0,42,5,0,0,0,1,16,0,3,5,3562.4
Lake,2009,284,16,2,14,23,26,235,2,0,2,0,6,92,48,0,1,2,6,0,0,12,62,0,0,0,22,5,0,0,0,0,16,0,4,4,3592.2
Lake,2010,264,32,12,20,26,36,202,12,0,11,0,24,54,56,0,1,4,8,0,0,9,28,0,0,0,27,2,0,0,0,5,12,0,4,7,3487.4
Lake,2011,361,41,9,32,30,46,285,9,0,12,0,13,135,59,0,3,0,8,0,0,17,15,3,0,0,44,4,0,0,0,5,17,2,4,11,4578.2
Lake,2012,288,31,12,19,29,25,234,11,0,11,0,16,129,24,0,2,0,3,0,0,7,16,1,0,0,31,3,0,1,0,7,14,0,3,9,3636.4
Lane,1991,17286,4067,434,3633,2018,4644,10624,240,66,636,324,665,1221,2618,0,26,202,197,1,3,2699,2370,298,10,2,2898,172,111,39,145,210,1407,56,490,180,5994.4
Lane,1992,16776,4207,483,3724,2090,4538,10148,263,45,602,468,568,1134,2508,0,30,151,143,0,4,2893,2094,229,7,2,2907,194,59,40,173,185,1407,85,390,195,5740.6
Lane,1993,15850,4201,467,3734,2207,4661,8982,307,45,545,358,532,1243,2011,0,20,171,112,0,7,2947,1855,242,4,1,2547,202,35,39,117,183,1530,99,500,198,5337.9
Lane,1994,17433,4845,495,4350,2336,5581,9516,274,68,540,321,531,1847,1363,0,30,247,120,5,7,3430,1666,380,11,1,3171,179,76,22,188,173,1654,97,699,333,5784.6
Lane,1995,19191,5557,642,4915,2582,6252,10357,379,81,551,306,592,2050,1322,0,62,396,176,0,19,3918,1600,446,9,8,3964,189,41,35,219,116,1724,114,570,304,6269
Lane,1996,20763,5315,704,4611,2579,5802,12382,404,69,458,442,558,2537,1710,2,72,317,131,0,10,3729,1972,424,17,2,4552,162,184,38,245,122,1701,105,567,233,6690.6
Lane,1997,22162,5328,663,4665,2626,6146,13390,392,62,643,310,616,2889,1573,4,98,493,142,0,10,3522,2090,500,18,5,5253,176,160,34,219,106,1772,129,651,295,7017.7
Lane,1998,20561,4991,753,4238,2582,5613,12366,448,72,638,262,655,2522,1860,1,87,457,141,0,16,3128,2763,472,15,1,3744,188,136,34,256,64,1624,165,539,273,6451.2
Lane,1999,21069,4450,541,3909,2358,5229,13482,372,82,556,151,746,2984,1907,3,79,408,161,0,15,2972,3611,381,10,3,3533,194,134,20,139,52,1605,113,553,285,6563.7
Lane,2000,22013,4669,617,4052,2759,5411,13843,392,85,532,146,756,3193,1914,3,116,407,152,0,19,3156,3639,364,25,6,3600,233,136,26,174,65,1884,85,627,278,6801.4
Lane,2001,20879,4631,684,3947,2626,5295,12958,447,80,566,128,760,3244,2003,0,110,399,133,2,13,3072,2932,309,14,3,3344,197,65,28,195,94,1729,113,623,276,6395.4
Lane,2002,20662,4566,615,3951,2292,5243,13127,402,101,522,90,756,3412,1988,3,144,401,112,0,8,3079,2833,350,4,2,3439,205,72,31,178,85,1462,99,576,308,6279.4
Lane,2003,21626,4359,578,3781,2270,4974,14382,361,66,513,101,735,3653,2130,0,145,382,106,0,18,2908,3741,360,6,5,3458,243,44,24,187,91,1426,117,522,284,6540.9
Lane,2004,21142,4192,596,3596,2395,4721,14026,343,88,529,65,778,3508,2203,6,113,279,130,0,7,2679,3906,388,8,4,3030,228,40,35,210,88,1560,107,515,295,6312.5
Lane,2005,18934,4067,546,3521,2002,4531,12401,380,66,412,65,592,3149,1939,4,88,257,118,0,2,2723,3169,386,7,2,3050,203,47,29,130,37,1249,120,445,265,5601.9
Lane,2006,18416,3524,541,2983,1960,3958,12498,395,60,362,55,600,2896,2025,2,88,185,122,0,4,2306,3429,315,10,2,3008,172,93,33,103,50,1241,104,502,254,5385
Lane,2007,19855,3827,694,3133,2322,4193,13340,500,46,406,38,681,3161,2136,3,88,170,135,0,5,2424,3498,303,2,1,3414,198,68,20,172,33,1424,115,591,223,5743
Lane,2008,20471,3954,722,3232,2303,4190,13978,527,64,369,27,763,2988,1772,1,88,116,115,0,4,2632,4347,231,8,0,3708,202,53,24,163,41,1375,134,528,191,5868.9
Lane,2009,19822,3609,711,2898,2366,3932,13524,515,63,340,45,850,2868,1851,0,79,135,155,0,3,2371,3807,187,9,2,3731,213,65,17,170,57,1437,135,546,171,5648.2
Lane,2010,18308,3470,615,2855,2248,3853,12207,471,40,291,36,938,2653,1584,21,46,114,168,0,2,2346,3446,218,7,3,3198,135,30,24,113,52,1493,111,544,224,5252.6
Lane,2011,18872,3215,609,2606,2287,3523,13062,462,27,234,31,886,3194,1911,9,68,96,128,2,3,2207,3159,165,3,1,3524,156,13,17,127,38,1518,129,528,236,5343.7
Lane,2012,17076,3159,471,2688,1888,3491,11697,328,20,224,21,976,2878,1543,14,58,108,130,0,2,2274,2824,190,5,4,3125,139,22,16,122,15,1272,90,441,235,4820.7
Lincoln,1991,2846,615,66,549,393,759,1694,47,11,120,22,93,98,680,1,4,12,35,0,3,387,278,42,0,0,375,21,0,6,13,107,303,16,135,37,7136.4
Lincoln,1992,2896,635,52,583,402,764,1730,34,14,112,13,112,107,689,5,7,19,29,1,4,425,309,46,1,0,378,29,0,6,11,82,317,10,104,32,7110.4
Lincoln,1993,3096,647,37,610,447,801,1848,26,14,116,32,105,127,625,0,1,33,20,0,1,444,334,50,2,0,525,28,0,4,5,61,381,10,114,38,7389
Lincoln,1994,3281,647,59,588,480,795,2006,34,8,107,99,158,204,578,1,6,38,14,0,1,433,241,48,4,1,599,27,0,9,12,80,392,14,132,41,7641
Lincoln,1995,3206,715,71,644,466,807,1933,44,10,134,64,140,205,427,0,18,31,13,0,4,440,293,70,4,0,658,11,1,3,20,90,380,5,104,37,7296.4
Lincoln,1996,3390,560,53,507,359,631,2400,37,3,83,49,140,202,653,0,7,18,15,0,2,388,543,36,2,0,725,10,0,7,7,55,294,10,78,26,7617.7
Lincoln,1997,2930,599,51,548,358,729,1843,40,5,70,16,122,159,575,3,7,50,18,0,6,434,290,44,0,0,529,14,0,3,8,113,287,20,85,32,6504.1
Lincoln,1998,2732,538,63,475,361,632,1739,47,3,64,26,104,107,535,0,8,32,19,0,6,382,291,29,3,0,570,23,1,2,11,68,269,9,94,29,6092.8
Lincoln,1999,2617,527,63,464,386,581,1650,38,5,69,25,98,108,454,0,13,30,12,0,5,361,405,34,2,0,448,18,0,6,17,67,300,11,59,32,5880.8
Lincoln,2000,2576,471,48,423,348,533,1695,36,5,67,16,130,153,469,0,13,17,13,0,3,337,359,19,0,0,489,31,0,1,11,49,266,15,60,17,5786.3
Lincoln,2001,2683,504,55,449,306,606,1771,41,9,97,37,143,209,456,0,19,32,19,0,3,320,361,32,2,0,473,16,0,2,10,40,232,8,89,33,5978.1
Lincoln,2002,2265,407,28,379,313,543,1409,14,8,71,6,169,152,413,0,20,19,18,0,8,280,231,28,2,0,365,21,0,4,8,31,256,4,115,22,5025.9
Lincoln,2003,2494,579,152,427,391,583,1520,131,10,71,9,175,175,459,0,31,16,18,0,4,328,229,28,0,0,408,11,0,10,11,12,224,7,105,22,5480.3
Lincoln,2004,2364,568,157,411,432,552,1380,136,3,64,1,142,168,358,0,40,8,35,0,0,321,298,26,0,0,351,22,0,7,14,6,253,10,85,16,5247.7
Lincoln,2005,2730,546,124,422,437,557,1736,105,12,65,2,150,283,404,0,36,10,19,0,0,322,304,35,1,0,517,25,0,7,11,11,288,8,86,29,6040.6
Lincoln,2006,3056,475,118,357,445,536,2075,93,12,71,2,136,373,560,0,34,2,29,2,2,271,354,15,3,0,568,23,0,9,13,20,302,6,130,26,6724
Lincoln,2007,2690,466,105,361,382,480,1828,87,6,68,1,162,254,457,0,43,7,18,0,0,274,356,19,2,0,525,19,0,2,14,9,258,10,78,21,5886.7
Lincoln,2008,2297,446,83,363,354,487,1456,63,8,58,6,111,391,319,0,34,10,17,2,0,288,214,17,0,0,337,10,4,6,14,15,261,3,86,23,5002.3
Lincoln,2009,2589,379,67,312,314,424,1851,56,8,46,7,152,396,511,0,20,11,17,0,3,243,312,23,0,1,422,25,0,4,7,15,218,7,69,16,5622.7
Lincoln,2010,2334,384,83,301,286,448,1600,71,4,52,13,195,315,410,0,13,6,31,0,1,238,238,11,2,1,385,11,1,3,7,10,190,10,96,20,5230.7
Lincoln,2011,2027,373,79,294,340,422,1265,69,2,50,3,161,259,348,1,11,12,28,0,0,226,141,18,1,1,314,14,0,6,3,14,246,6,79,14,4391.8
Lincoln,2012,2003,386,81,305,353,441,1209,69,1,51,1,153,291,300,0,3,7,20,0,3,239,140,15,0,0,299,9,0,4,8,9,260,12,96,13,4326.7
Linn,1991,6002,1311,228,1083,1071,1398,3533,181,18,215,233,217,274,992,1,16,43,25,0,13,790,668,78,1,0,643,88,1,18,28,411,742,14,214,78,6448.9
Linn,1992,6354,1420,250,1170,1068,1562,3724,171,38,255,215,296,249,805,1,17,50,47,0,6,814,509,101,3,2,917,100,1,28,48,619,710,16,240,96,6760.1
Linn,1993,6098,1350,163,1187,1043,1549,3506,97,14,235,248,282,326,674,2,19,79,44,0,6,829,433,123,0,2,896,93,2,31,35,514,779,13,210,112,6398.7
Linn,1994,6253,1465,208,1257,988,1614,3651,151,9,213,223,384,395,583,1,23,81,23,0,9,854,331,190,4,1,901,59,3,6,47,675,711,15,228,133,6469.4
Linn,1995,6625,1446,171,1275,980,1608,4037,120,20,235,357,380,455,534,1,38,68,9,1,17,888,429,152,6,3,1096,66,3,7,38,602,723,5,230,142,6725.1
Linn,1996,7087,1428,165,1263,928,1619,4540,126,16,239,385,447,445,716,0,30,50,17,0,9,879,617,145,4,1,1152,69,6,10,25,645,684,4,269,97,7074.3
Linn,1997,6636,1422,167,1255,925,1633,4078,114,16,203,310,380,395,595,1,31,102,60,0,17,915,594,137,1,0,1152,92,6,15,37,517,649,9,190,98,6534.1
Linn,1998,5945,1206,147,1059,857,1401,3687,105,23,166,275,324,298,600,0,44,81,38,0,5,771,613,122,3,2,1054,92,6,12,27,389,611,5,195,84,5820.2
Linn,1999,5752,1067,133,934,807,1206,3739,95,36,158,225,333,311,733,0,32,44,23,1,13,708,646,68,0,1,977,116,2,16,22,397,544,1,168,82,5600.3
Linn,2000,5762,963,128,835,867,1103,3792,86,21,121,119,320,428,988,1,40,66,23,0,6,628,515,86,0,0,980,113,3,19,23,325,620,3,154,74,5572.9
Linn,2001,5749,1107,106,1001,817,1344,3588,78,19,134,149,280,410,803,1,16,100,30,0,7,778,516,89,1,0,980,99,5,4,23,369,605,4,189,60,5506.8
Linn,2002,5182,896,130,766,815,1020,3347,83,15,95,87,250,324,755,1,34,64,30,0,5,567,519,104,0,1,1043,107,5,14,33,254,572,1,143,76,4914.3
Linn,2003,5224,1104,108,996,765,1307,3152,65,21,142,123,287,405,583,3,30,83,35,0,12,726,470,128,1,0,964,94,4,14,28,195,551,7,162,91,4887.2
Linn,2004,5126,1111,133,978,762,1252,3112,79,18,140,95,249,445,598,1,37,63,27,0,10,720,399,118,1,0,978,68,4,9,44,220,551,7,158,87,4708.2
Linn,2005,5512,1063,120,943,799,1229,3484,80,10,105,98,301,589,510,0,28,77,35,0,3,734,511,104,2,1,1039,109,4,2,36,298,566,5,159,106,5001
Linn,2006,5177,924,79,845,650,1133,3394,44,19,109,93,348,595,568,1,44,44,19,0,3,645,510,91,0,1,1000,132,1,10,25,171,435,0,205,64,4627.7
Linn,2007,5742,868,90,778,714,1059,3969,38,15,102,154,383,569,705,1,35,56,36,0,6,616,672,60,2,0,1143,159,3,8,42,230,459,4,169,75,5059.7
Linn,2008,5801,948,91,857,643,1107,4051,42,16,88,144,418,663,662,0,45,30,29,0,2,724,768,45,0,0,1001,151,3,4,45,257,399,5,170,90,5049.3
Linn,2009,5554,896,89,807,658,1051,3845,54,14,68,90,376,588,679,0,46,15,35,1,2,710,639,29,1,2,1116,98,1,3,31,234,467,3,177,75,4783.3
Linn,2010,5195,1019,133,886,649,1151,3395,95,12,93,95,384,580,511,0,34,9,21,0,1,748,480,45,0,1,1004,94,0,5,33,231,420,1,222,76,4665.3
