County,Year,Assault,Homicide,Sex Crime,Kidnapping,Robbery,Arson,Burglary,Forgery,Theft,Driving,Drugs,Other,Misdemeanor
HARNEY,2006,91.3,0,65.2,0,0,0,156.5,0,78.2,26.1,130.4,208.6,651.9
HARNEY,2007,260.4,0,169.3,65.1,0,0,117.2,0,91.1,26,312.5,338.5,599
HARNEY,2008,155.7,0,207.7,0,0,0,90.9,0,103.8,26,194.7,181.7,636
HARNEY,2009,155.5,0,103.7,38.9,0,0,64.8,13,64.8,25.9,505.5,272.2,583.3
HARNEY,2010,94,0,67.2,13.4,0,13.4,188,0,53.7,13.4,671.6,147.8,644.7
HARNEY,2011,94.9,27.1,94.9,0,0,0,108.5,0,94.9,81.4,691.5,298.3,2074.6
HARNEY,2012,54.7,13.7,54.7,0,0,13.7,95.7,0,205.1,27.3,956.9,191.4,2337.7
HARNEY,2013,110.2,0,27.5,13.8,0,0,110.2,0,68.9,27.5,881.5,275.5,1721.8
HOOD RIVER,1991,70.5,0,135.2,0,70.5,0,99.9,94.1,329.2,299.8,270.4,111.7,4403.3
HOOD RIVER,1992,97.3,11.4,137.3,0,17.2,0,160.2,205.9,274.6,268.9,429.1,240.3,4708.2
HOOD RIVER,1993,55.7,0,183.8,27.9,22.3,0,150.4,211.7,200.6,306.4,529.2,195,4195
HOOD RIVER,1994,81.6,10.9,70.7,27.2,38.1,0,76.2,16.3,266.6,190.4,467.9,223.1,4200.2
HOOD RIVER,1995,100.6,15.9,47.6,5.3,0,0,90,15.9,132.3,195.9,360,180,4266.8
HOOD RIVER,1996,119.1,10.4,82.9,0,20.7,0,98.4,15.5,170.9,212.3,191.6,181.3,4386.3
HOOD RIVER,1997,51.3,0,61.6,5.1,25.7,0,133.4,56.4,220.6,271.9,271.9,205.2,3340.2
HOOD RIVER,1998,100.6,0,60.4,5,25.2,5,60.4,10.1,140.8,231.4,145.9,221.3,3013.1
HOOD RIVER,1999,138.3,0,44.5,4.9,19.8,0,39.5,19.8,138.3,202.6,182.8,192.7,3414
HOOD RIVER,2000,141.5,0,48.8,4.9,19.5,0,29.3,9.8,107.3,73.2,243.9,131.7,2951.2
HOOD RIVER,2001,165,14.6,19.4,14.6,24.3,9.7,58.3,19.4,106.8,58.3,184.5,77.7,3262.1
HOOD RIVER,2002,122.2,4.9,34.2,9.8,14.7,4.9,39.1,44,122.2,68.5,308.1,58.7,3124.7
HOOD RIVER,2003,175.6,4.9,48.8,9.8,14.6,0,34.1,14.6,141.5,63.4,409.8,161,3024.4
HOOD RIVER,2004,156.8,4.8,57,4.8,23.8,0,104.5,9.5,99.8,57,517.8,118.8,2764.8
HOOD RIVER,2005,113.3,4.7,37.8,0,14.2,0,47.2,4.7,160.5,33.1,486.3,127.5,2389
HOOD RIVER,2006,140.6,14.1,51.6,0,0,0,42.2,0,159.4,37.5,304.7,65.6,2465.4
HOOD RIVER,2007,97.8,9.3,74.5,0,0,4.7,37.3,0,121.1,37.3,260.8,51.2,2016.8
HOOD RIVER,2008,55.5,4.6,18.5,4.6,4.6,0,60.1,4.6,203.5,41.6,245.1,37,2270.5
HOOD RIVER,2009,87.5,0,32.2,0,13.8,0,36.8,4.6,115.1,27.6,174.9,105.9,2665.1
HOOD RIVER,2010,40.2,13.4,44.7,4.5,13.4,0,40.2,8.9,143,49.1,143,35.7,2206.8
HOOD RIVER,2011,84,17.7,30.9,8.8,8.8,0,22.1,17.7,39.8,44.2,176.8,44.2,2377.9
HOOD RIVER,2012,100.5,0,39.3,0,30.6,0,52.5,0,104.9,52.5,327.9,78.7,2539.9
HOOD RIVER,2013,90.1,0,47.2,4.3,17.2,0,21.5,0,124.5,30,455,90.1,2455.5
JACKSON,1991,62.9,6,92.8,12.6,25.2,5.3,131.8,61.6,280.9,19.2,296.2,88.1,2879.5
JACKSON,1992,87.8,10.3,81.3,7.1,37.4,3.9,186.5,60.7,264.6,30.3,393.7,107.1,2590.7
JACKSON,1993,99.4,11.3,106.3,15.7,45.3,3.8,139.6,40.9,225.8,19.5,483.6,126.4,2426.1
JACKSON,1994,106.4,11.6,82.6,23.9,48.9,8,137.6,18.3,250.8,17.7,737.7,170,2209.9
JACKSON,1995,122.5,19.7,83.7,18.5,57.4,3.6,145.8,16.1,260,26.9,720.7,180.5,2211.8
JACKSON,1996,86.7,14.1,75,13.5,39.8,1.2,127.2,22.3,226.2,23.4,444.7,133.6,2434.7
JACKSON,1997,80.1,9.2,68.6,5.8,27.7,5.2,126.8,20.2,213.9,15.6,583.4,139.5,2338.3
JACKSON,1998,82.7,6.2,61.2,7.4,27.2,2.8,88.9,10.8,166.5,33.4,398.7,82.7,2230.8
JACKSON,1999,121.9,2.8,49,6.1,14.5,5.6,65.7,8.9,188.7,35.6,397.5,78.5,2178.1
JACKSON,2000,119.1,6,59.8,5.5,15.9,1.1,45,11,147.6,45,519.8,95.5,2158.6
JACKSON,2001,129.4,4.3,55.2,4.3,20,1.1,71.5,27.6,154.8,53.1,474.8,90.4,2170.5
JACKSON,2002,110.3,4.8,52.8,2.1,13.3,2.1,74.6,15.5,143.4,57.6,481.9,52.2,2133.3
JACKSON,2003,141.2,9.5,65.6,6.9,23.3,2.1,58.2,25.4,172.4,48.7,526.7,89.9,1953.5
JACKSON,2004,137,7.3,76.9,8.4,20.9,3.7,81.6,15.2,241.6,56.5,603,89.4,2006.8
JACKSON,2005,139.8,8.7,55.5,8.2,26.2,2.1,79.7,13.9,207.2,66.3,460.6,87.4,1748.5
JACKSON,2006,114.3,4.5,76.5,7,23.2,3,89.1,13.6,203.4,57.4,419.4,85.6,1808.5
JACKSON,2007,140.4,4.9,75.1,4.9,28.2,5.4,65.2,11.9,184.4,60.3,419.7,74.1,1851.1
JACKSON,2008,132.5,4.4,88.6,1.9,23.9,3.4,54.1,13.2,138.3,40.9,254.7,79.9,1873.8
JACKSON,2009,101.4,1,58.5,0.5,19.3,2.9,53.6,15.5,168.6,35.7,310.1,91.3,1769
JACKSON,2010,99.8,6.9,66.4,3,20.2,0.5,62,9.8,160.3,41.8,405.7,102.8,1812.2
JACKSON,2011,104.9,3.9,64.2,2.5,18.6,2.9,70.1,13.7,173.1,52.5,561.4,110.3,1937.7
JACKSON,2012,131,4.9,80.1,3.9,28.8,3.4,76.7,8.3,212.1,51.8,660.2,129.5,1837.5
JACKSON,2013,52.3,2.4,36.8,1,18.9,1,63,5.3,126,25.2,181.8,45.6,414.9
JEFFERSON,1991,41.7,6.9,62.5,0,41.7,13.9,118.1,76.4,236.3,945.1,264.1,90.3,5913.8
JEFFERSON,1992,167.4,73.7,140.7,0,13.4,13.4,261.2,140.7,274.6,1058.3,415.3,261.2,4862.7
JEFFERSON,1993,155.4,6.5,71.2,19.4,25.9,13,446.9,84.2,297.9,1055.7,641.2,272,3911.9
JEFFERSON,1994,183.6,55.1,73.4,61.2,55.1,6.1,177.5,67.3,134.6,1285.2,569.2,299.9,3910.6
JEFFERSON,1995,188.1,11.8,129.3,70.5,47,5.9,229.3,99.9,329.2,1458,587.9,311.6,4920.6
JEFFERSON,1996,224.5,23,115.1,5.8,57.6,0,287.9,5.8,293.6,1243.5,926.9,287.9,4369.6
JEFFERSON,1997,222.5,33.4,166.9,33.4,5.6,0,272.5,0,144.6,1045.6,667.4,289.2,3426
JEFFERSON,1998,168.5,5.4,114.1,21.7,43.5,5.4,195.7,43.5,108.7,608.7,369.6,222.8,3760.9
JEFFERSON,1999,192.3,26.7,69.4,5.3,10.7,0,101.5,16,96.2,379.3,288.5,165.6,4268.2
JEFFERSON,2000,120.1,15.7,57.4,15.7,36.6,0,57.4,15.7,104.4,94,329,88.8,3597.9
JEFFERSON,2001,164.9,5.2,61.9,20.6,0,0,113.4,5.2,113.4,56.7,396.9,170.1,3577.3
JEFFERSON,2002,186.4,10.1,115.9,35.3,15.1,10.1,105.8,5,60.5,90.7,372.8,105.8,3586.9
JEFFERSON,2003,120.6,15.1,85.4,25.1,25.1,0,60.3,0,135.7,80.4,346.7,175.9,2894.5
JEFFERSON,2004,138.3,4.9,88.9,9.9,34.6,0,69.1,9.9,88.9,113.6,301.2,143.2,2879
JEFFERSON,2005,135.9,9.7,68,24.3,9.7,4.9,48.5,4.9,126.2,77.7,432,267,2582.5
JEFFERSON,2006,182.2,14,51.4,4.7,9.3,4.7,18.7,4.7,112.1,88.7,200.8,210.2,2624.9
JEFFERSON,2007,113.5,0,45.4,13.6,0,4.5,63.5,0,95.3,63.5,254.2,108.9,2501.1
JEFFERSON,2008,124.7,13.4,106.9,8.9,22.3,0,80.2,0,111.4,66.8,169.3,124.7,2392
JEFFERSON,2009,154.1,8.8,48.4,4.4,57.2,4.4,44,13.2,110.1,39.6,202.5,145.3,2606.2
JEFFERSON,2010,133.3,13.8,55.2,9.2,46,4.6,69,9.2,174.7,59.8,271.3,114.9,2358.6
JEFFERSON,2011,155.6,13.7,54.9,13.7,22.9,0,96.1,4.6,82.4,32,279.2,174,2545.2
JEFFERSON,2012,123.1,13.7,50.1,4.6,13.7,0,91.2,4.6,104.8,31.9,273.5,159.5,2178.7
JEFFERSON,2013,113.4,13.6,49.9,9.1,4.5,4.5,49.9,0,59,40.8,177,86.2,1197.8
JOSEPHINE,1991,62,9.3,58.9,10.8,24.8,9.3,130.1,32.5,193.6,322.2,456.9,202.9,2932.2
JOSEPHINE,1992,62.6,9.2,82.5,4.6,32.1,9.2,183.3,26,120.6,519.2,522.3,198.5,2758.1
JOSEPHINE,1993,112.6,5.9,59.3,17.8,20.7,7.4,120,44.5,182.3,558.7,603.1,235.6,2794.9
JOSEPHINE,1994,96.6,10.1,51.9,8.6,40.4,4.3,145.6,17.3,191.7,446.8,760.9,265.2,2977.4
JOSEPHINE,1995,117.8,35.1,64.5,18.2,46.3,5.6,162.7,7,235.7,310,582.1,230,2205.1
JOSEPHINE,1996,113.4,23.5,74.7,15.2,48.4,0,141.1,13.8,160.4,499.3,445.4,195,2575.4
JOSEPHINE,1997,144.4,19.1,94,13.6,23.2,5.4,175.7,27.2,216.6,453.6,739.7,340.6,2462.9
JOSEPHINE,1998,118.2,10.7,34.9,12.1,49.7,1.3,104.8,22.8,182.7,240.5,389.6,227.1,2411.7
JOSEPHINE,1999,129,12,42.5,2.7,34.6,1.3,71.8,18.6,182.2,163.5,388.2,231.4,2341.4
JOSEPHINE,2000,161.7,9.2,28.9,7.9,35.5,1.3,81.5,5.3,159.1,38.1,365.5,123.6,2627.2
JOSEPHINE,2001,150.9,6.5,56,5.2,26,2.6,62.5,6.5,184.8,48.1,441.1,149.6,2654.5
JOSEPHINE,2002,109.5,5.2,50.2,7.7,21.9,9,67,10.3,122.3,72.1,540.9,186.7,2562.8
JOSEPHINE,2003,114.9,8.9,45.9,11.5,39.6,3.8,77.9,5.1,224.6,52.3,537.3,135.3,2256.5
JOSEPHINE,2004,96.7,7.6,38.2,7.6,20.4,0,70,1.3,230.3,58.5,568.7,81.4,2115.8
JOSEPHINE,2005,95.4,8.8,43.9,13.8,36.4,2.5,87.9,3.8,214.7,51.5,414.3,269.9,2474.7
JOSEPHINE,2006,124.5,8.6,33.3,1.2,38.2,3.7,87.5,7.4,239.1,74,326.7,252.7,2344.5
JOSEPHINE,2007,100.7,3.6,37.6,14.6,42.5,2.4,85,7.3,202.7,54.6,372.6,95.9,1982
JOSEPHINE,2008,152.5,6,44.4,1.2,22.8,7.2,82.8,4.8,172.9,73.2,267.7,99.7,2138.3
JOSEPHINE,2009,145.8,2.4,40.6,7.2,22.7,3.6,82.5,0,142.2,64.5,326.3,99.2,2380.9
JOSEPHINE,2010,130.5,6,54.4,9.7,27.8,0,71.3,3.6,123.2,47.1,422.8,126.8,1949.9
JOSEPHINE,2011,134,4.8,70,7.2,42.3,1.2,97.8,7.2,178.7,80.9,456.4,144.9,1971.7
JOSEPHINE,2012,111.1,4.8,29,12.1,50.7,2.4,89.4,1.2,134.1,49.5,268.2,93,1559.6
JOSEPHINE,2013,85.7,8.5,33.8,6,26.6,2.4,91.8,0,184.7,43.5,413,128,1100
KLAMATH,1991,94.4,18.9,60,5.1,49.8,3.4,180.1,48,197.3,259,358.6,217.9,3621.5
KLAMATH,1992,86.9,15.3,23.8,8.5,51.1,1.7,166.9,13.6,139.7,226.5,250.4,161.8,2478.3
KLAMATH,1993,119.1,16.8,36.9,6.7,21.8,1.7,172.7,21.8,135.8,167.7,286.8,231.4,2336.1
KLAMATH,1994,138.6,18.2,41.3,9.9,62.7,5,150.2,14.9,250.9,204.7,406,239.3,2903.1
KLAMATH,1995,148.7,29.4,50.7,6.5,27.8,19.6,243.5,4.9,341.6,219,611.2,313.8,3479.3
KLAMATH,1996,122.3,9.7,43.5,16.1,37,6.4,188.3,3.2,215.7,217.3,479.6,236.6,3550.6
KLAMATH,1997,132,19.1,71.6,19.1,30.2,0,109.8,11.1,216.4,203.6,628.4,219.5,4314.3
KLAMATH,1998,154.9,9.5,72.7,4.7,25.3,1.6,132.8,9.5,194.5,216.6,510.7,142.3,4400
KLAMATH,1999,210.9,9.4,96,20.5,12.6,0,127.5,12.6,152.7,168.4,401.4,188.9,3796.6
KLAMATH,2000,183.1,3.1,111.1,21.9,32.9,1.6,109.5,1.6,139.3,31.3,474.2,128.3,4170.6
KLAMATH,2001,207.2,10.9,56.1,40.5,28,1.6,135.5,6.2,151.1,48.3,510.9,154.2,4118.4
KLAMATH,2002,215.3,20.1,80.6,34.1,41.8,6.2,103.8,3.1,156.5,43.4,503.5,164.2,3769.2
KLAMATH,2003,213.6,27.9,82,57.3,49.5,4.6,162.5,29.4,190.4,48,554.2,190.4,3993.8
KLAMATH,2004,287,27.8,89.5,29.3,66.4,1.5,114.2,15.4,222.2,38.6,765.4,163.6,3354.9
KLAMATH,2005,241.3,12.3,92.2,40,40,7.7,107.6,12.3,204.4,47.7,587.2,147.6,3773.7
KLAMATH,2006,203.2,27.5,82.5,7.6,26,4.6,134.4,9.2,206.2,64.2,466,181.8,3355
KLAMATH,2007,205.1,19.8,68.4,21.3,51.7,1.5,123.1,25.8,188.4,53.2,509,177.8,3038.8
KLAMATH,2008,220.6,7.6,83.1,13.6,39.3,3,87.6,9.1,169.2,45.3,269,164.7,2577.8
KLAMATH,2009,186.9,13.6,88.9,10.6,34.7,9,104,15.1,168.8,58.8,318,188.4,3189.1
KLAMATH,2010,166.9,15,67.7,25.6,24.1,3,88.7,13.5,129.3,43.6,472.1,192.5,3620.8
KLAMATH,2011,180.2,6,46.6,22.5,30,6,145.7,25.5,210.3,57.1,561.7,259.8,3314.8
KLAMATH,2012,197.8,10.5,70.4,15,59.9,4.5,121.4,21,238.2,40.5,588.9,197.8,2821.4
KLAMATH,2013,161.7,18,70.3,10.5,53.9,9,131.7,15,255.9,32.9,763.4,272.4,2349.9
LAKE,1991,125.7,27.9,55.9,0,0,0,83.8,14,125.7,41.9,97.8,405,5069.8
LAKE,1992,54.8,27.4,82.2,0,0,27.4,54.8,0,301.4,137,137,616.4,4589
LAKE,1993,123,13.7,41,0,0,0,54.6,68.3,136.6,150.3,642.1,560.1,4112
LAKE,1994,80.6,13.4,67.2,0,0,0,134.4,0,107.5,282.3,282.3,537.6,5040.3
LAKE,1995,40.1,13.4,80.2,13.4,13.4,0,133.7,0,160.4,361,200.5,561.5,5066.8
LAKE,1996,80.4,0,67,0,0,0,107.2,0,40.2,227.9,201.1,214.5,3525.5
LAKE,1997,53.6,13.4,80.4,0,0,0,80.4,40.2,67,80.4,201.1,187.7,3525.5
LAKE,1998,40.7,13.6,135.5,13.6,0,0,257.5,67.8,108.4,122,135.5,162.6,3374
LAKE,1999,134.8,0,94.3,13.5,0,0,134.8,0,256.1,121.3,539.1,404.3,3908.4
LAKE,2000,134.2,53.7,147.7,13.4,13.4,0,120.8,0,134.2,13.4,228.2,308.7,3047
LAKE,2001,186.7,26.7,106.7,0,13.3,0,106.7,13.3,186.7,93.3,346.7,293.3,2653.3
LAKE,2002,174.5,0,134.2,0,0,0,268.5,13.4,120.8,0,201.3,375.8,3409.4
LAKE,2003,121.6,27,108.1,0,13.5,0,108.1,13.5,162.2,40.5,243.2,473,3027
LAKE,2004,106.7,26.7,186.7,26.7,0,13.3,160,0,106.7,66.7,133.3,240,3146.7
LAKE,2005,186.5,13.3,133.2,0,26.6,0,133.2,26.6,239.8,79.9,253.2,359.8,2451.7
LAKE,2006,252,0,26.5,0,0,0,66.3,0,198.9,53.1,358.1,411.1,2984.1
LAKE,2007,132.2,13.2,105.8,39.7,0,0,79.3,26.4,185.1,92.5,396.6,475.9,3000.7
LAKE,2008,171.4,0,92.3,13.2,0,0,79.1,26.4,158.2,65.9,540.5,237.3,2821.4
LAKE,2009,197.4,13.2,105.3,0,0,13.2,39.5,26.3,92.1,13.2,526.3,302.6,2855.3
LAKE,2010,139.4,0,101.4,0,0,0,126.7,50.7,114.1,50.7,722.4,354.9,2306.7
LAKE,2011,139.5,12.7,101.5,12.7,0,12.7,164.9,12.7,241,152.2,1255.5,520,2676
LAKE,2012,63.1,12.6,88.4,0,0,0,50.5,0,101,88.4,972.2,441.9,2260.1
LAKE,2013,113.4,12.6,75.6,0,0,0,63,37.8,100.8,37.8,541.6,428.2,1889.2
LANE,1991,52.7,10.4,67.3,7.3,47.9,3.8,165.4,59.6,174.1,272.6,370,131.4,1264.8
LANE,1992,48.9,8.9,60.9,8.9,51,1,140,50.3,169.4,309.3,349,133.5,1071
LANE,1993,56.2,5.4,64.7,11.1,51.5,4.4,127.3,37.4,160.6,158.3,376.9,120.2,951.7
LANE,1994,35.5,11.6,45.5,7.3,44.5,3,122.4,22.2,209,188.5,589,161.9,922.1
LANE,1995,54.2,13.4,46.7,12.4,63.7,4.6,122.2,33,206.1,173.8,554.7,182.3,1093
LANE,1996,64.8,11,46.1,9,72.8,1.9,93.8,23.2,153.1,127.3,485.9,127,1141.4
LANE,1997,80.4,9.5,47.2,12,48.8,3.2,104.2,18.4,171.3,134.6,545.3,122.5,1164.1
LANE,1998,93.8,11,34.2,12.2,38.9,3.5,85.3,31.4,155,128.3,440.8,102,970.7
LANE,1999,93.5,5,32.1,11.2,28,2.5,86.3,32.4,150.2,132.4,510.3,108.4,981.1
LANE,2000,114.8,9,41.1,10.2,33.3,3.7,71.3,26.5,163.6,29,573.9,121.3,1066.8
LANE,2001,113.8,4.6,38.4,12.3,36.2,1.8,68.4,21.2,164.5,26.4,507.8,95.7,994.2
LANE,2002,102.7,3.4,39,7.6,25.3,2.7,76.2,14.6,185,39.9,622.9,111.8,998.3
LANE,2003,84.1,3.6,41.9,12.1,27.3,1.5,68.6,9.4,153,33.7,527.3,121.1,994.2
LANE,2004,76.8,2.7,42,6.9,33.9,1.5,63.6,14.7,145.8,24,505.8,131.7,707.1
LANE,2005,76.8,7.7,38.7,5.1,27.1,0.9,67.5,9.5,169.3,30.3,478.2,210.7,546.3
LANE,2006,82.1,3.5,35,4.7,20.6,2.6,67.4,11.8,168.4,39.4,328.5,196.6,494.5
LANE,2007,81.3,2.3,31.2,5.2,30.9,1.2,74.6,9.9,163.2,42,365.7,175.4,597.7
LANE,2008,76.6,5.8,35.3,4.6,28.9,2.6,70.3,6.9,165.7,37.9,292.6,162.8,602.2
LANE,2009,96.4,4.9,45.7,3.2,30.8,3.2,73.9,4.6,145.8,32.2,293.1,215.4,643.7
LANE,2010,91.8,4.5,45.5,3.1,22.7,4,61.9,4.5,137.2,29,257.1,153.4,699.1
LANE,2011,74.2,3.1,38.8,5.4,20.1,1.7,52.4,4,99.1,34.5,299,163.1,729.4
LANE,2012,63.5,4.8,43.8,1.7,30.8,1.7,53.9,3.1,90.9,32.5,192.8,131.8,470.9
LANE,2013,61.5,2.8,20.5,2.2,28.6,3.1,60.1,3.1,90.4,27,85.1,100.5,308
LINCOLN,1991,218.2,22.6,290.9,112.8,97.8,22.6,564.2,250.8,534.1,361.1,804.9,619.4,4390.7
LINCOLN,1992,149.8,44.2,314.3,71.2,137.5,36.8,685,321.6,807.8,515.6,655.5,557.3,3719.6
LINCOLN,1993,176.6,19.1,319.8,23.9,81.1,11.9,489.3,276.8,472.6,360.4,928.4,527.4,3355.6
LINCOLN,1994,191,32.6,246.9,18.6,97.8,7,600.8,53.6,596.2,293.4,1576.6,593.9,3095
LINCOLN,1995,229.9,38.7,270.8,75.1,122.9,25,607.6,20.5,789.7,330,1531.6,703.2,3839.3
LINCOLN,1996,193.3,38.2,285.4,71.9,96.6,0,485.4,18,640.4,609,1229.2,568.5,3080.9
LINCOLN,1997,224.2,28.9,306.3,95.4,135.4,15.5,452.8,40,728.1,703.7,1025.5,714.8,3018.9
LINCOLN,1998,267.6,31.2,205.2,33.5,82.5,6.7,312.2,31.2,535.2,559.8,773.9,606.6,3285
LINCOLN,1999,301.1,20.2,233.7,56.2,47.2,6.7,227,27,249.4,350.6,658.4,467.4,3098.9
LINCOLN,2000,331.8,13.5,233.2,35.9,51.6,0,168.2,11.2,298.2,89.7,863.2,419.3,4127.8
LINCOLN,2001,295.6,22.4,179.2,35.8,40.3,4.5,224,71.7,405.4,118.7,913.8,436.7,3800.7
LINCOLN,2002,396,15.7,252.8,31.3,62.6,4.5,176.7,31.3,458.6,158.8,888.1,369.1,3407.2
LINCOLN,2003,362.2,17.8,244.4,31.1,57.8,15.6,266.7,31.1,491.1,97.8,1060,442.2,2706.7
LINCOLN,2004,317.6,20.3,164.4,13.5,99.1,15.8,261.3,47.3,421.2,101.4,1121.6,394.1,2837.8
LINCOLN,2005,301.8,18,182.4,18,74.3,4.5,200.4,69.8,513.5,157.6,1267.9,351.3,2580.8
LINCOLN,2006,327.9,31.4,256.1,11.2,60.6,9,258.3,29.2,590.7,116.8,1273.6,422.3,2787.5
LINCOLN,2007,331.6,13.4,300.2,31.4,105.3,9,217.3,60.5,546.7,91.9,1028.5,457.1,3074.2
LINCOLN,2008,252.7,20.1,293,33.5,76,4.5,185.6,13.4,418.2,85,896.8,454,2902.8
LINCOLN,2009,366.9,15.7,268.5,11.2,76.1,15.7,194.6,17.9,326.6,87.2,863.5,389.3,2868
LINCOLN,2010,270.9,13,225.4,6.5,84.5,13,199.4,10.8,251.4,84.5,695.8,346.8,2351.8
LINCOLN,2011,221,15.2,195,2.2,26,6.5,177.7,13,335.8,95.3,899.1,342.3,2443.9
LINCOLN,2012,257,4.3,211.7,2.2,88.6,2.2,263.5,13,440.7,110.2,920.2,365.1,2235.7
LINCOLN,2013,109.5,10.7,120.3,2.1,21.5,2.1,103.1,12.9,154.6,58,232,156.8,536.9
LINN,1991,20.4,0,14,3.2,3.2,1.1,21.5,5.4,27.9,24.7,17.2,8.6,496.4
LINN,1992,18.1,2.1,13.8,2.1,4.3,0,24.5,9.6,33,46.8,33,17,510.7
LINN,1993,11.5,2.1,15.7,3.1,3.1,0,33.6,7.3,29.4,45.1,54.6,32.5,482.7
LINN,1994,31,3.1,16.6,4.1,6.2,1,46.6,5.2,42.4,57.9,40.4,34.1,443.9
LINN,1995,25.4,6.1,9.1,2,9.1,1,29.4,4.1,41.6,46.7,40.6,19.3,785.7
LINN,1996,26,2,9,1,4,0,26,1,35.9,35.9,45.9,23,810.5
LINN,1997,41.4,2,15.8,2,3.9,1,54.2,6.9,50.2,57.1,53.2,39.4,683.3
LINN,1998,43.1,5.9,10.8,5.9,5.9,1,33.3,9.8,36.2,67.6,61.7,48,661.8
LINN,1999,57.4,4.9,26.3,1.9,6.8,1,31.2,4.9,38.9,48.7,54.5,34.1,606.6
LINN,2000,49.3,2.9,22.3,3.9,8.7,0,28.1,1.9,37.7,9.7,46.4,38.7,685.1
LINN,2001,54.1,1.9,19.3,1,7.7,0,55.1,12.6,59.9,16.4,95.7,34.8,830
LINN,2002,49,5.8,30.8,4.8,3.8,0,26.9,5.8,62.5,23.1,100,39.4,688.5
LINN,2003,42.9,1,23.8,2.9,9.5,1,41.9,7.6,58.2,10.5,96.3,32.4,610.1
LINN,2004,44.2,1.9,14.1,1.9,6.6,0,45.1,3.8,68.6,16,148.6,40.4,737.2
LINN,2005,54.1,6.5,28.9,2.8,4.7,0,41.1,3.7,56,24.3,191.3,58.8,737.3
LINN,2006,33.3,0,13.9,4.6,8.3,0,36,2.8,60,12.9,125.6,74.8,739
LINN,2007,57.6,2.7,13.7,3.7,11,0,28.4,1.8,63.1,21,97,48.5,796.7
LINN,2008,42.7,0.9,23.6,0.9,15.4,0.9,27.2,5.4,53.5,25.4,128.9,46.3,794.1
LINN,2009,36.1,2.7,30.7,2.7,4.5,0.9,26.2,5.4,57.7,17.1,120,55,1014.7
LINN,2010,39.4,6,20.5,2.6,8.6,0,28.2,1.7,42.8,12.8,107,64.2,848.2
LINN,2011,32.4,3.4,29,2.6,3.4,0.9,39.2,1.7,60.5,16.2,84.4,54.5,747.4
LINN,2012,29.7,0.8,17.8,0.8,2.5,0.8,30.5,2.5,31.3,11.9,116.1,42.4,772.7
LINN,2013,33.7,3.4,27,1.7,4.2,1.7,27.8,1.7,49.7,11,150.8,75,803.1
MALHEUR,1991,126.5,26,174.9,11.2,18.6,18.6,178.6,67,145.1,353.4,241.8,267.9,2857.1
MALHEUR,1992,140.6,32.5,230.8,14.4,0,0,108.2,108.2,151.5,367.8,321,349.8,3768.5
MALHEUR,1993,169.4,7.1,137.7,38.8,24.7,0,134.1,201.2,187.1,487.1,261.2,278.9,3374.5
MALHEUR,1994,149.5,10.4,111.2,20.9,27.8,0,114.7,152.9,152.9,375.4,173.8,351.1,3333.3
MALHEUR,1995,257.7,0,111.9,13.6,50.9,0,162.8,57.6,240.8,271.3,335.7,301.8,3421.5
MALHEUR,1996,192.4,0,89.6,16.6,56.4,6.6,112.8,19.9,199.1,245.5,222.3,305.2,2893.2
MALHEUR,1997,140.4,9.8,120.8,3.3,32.7,0,104.5,29.4,241.7,267.8,424.6,349.4,2802.1
MALHEUR,1998,115.6,9.6,83.5,9.6,16.1,12.8,138.1,70.6,199.1,195.9,218.4,285.8,2922.3
MALHEUR,1999,140.4,3.2,89.3,0,16,0,70.2,31.9,217,229.7,232.9,347.8,2590.9
MALHEUR,2000,198.4,3.1,100.8,9.4,9.4,12.6,107.1,12.6,154.3,47.2,355.9,207.9,2582.7
MALHEUR,2001,156.3,3.1,75,6.3,15.6,6.3,59.4,3.1,131.3,62.5,384.4,218.8,2071.9
MALHEUR,2002,112.5,0,68.8,18.8,18.8,0,50,21.9,143.8,56.3,396.9,268.8,2284.4
MALHEUR,2003,153.1,3.1,103.1,12.5,9.4,0,53.1,3.1,125,43.8,590.6,187.5,2415.6
MALHEUR,2004,175.8,3.1,113,12.6,12.6,0,84.8,22,147.6,47.1,458.4,238.6,2194.7
MALHEUR,2005,163.5,18.9,78.6,9.4,15.7,0,94.3,12.6,169.8,37.7,393.1,383.6,2323.9
MALHEUR,2006,167.1,3.2,122.9,0,28.4,0,69.3,12.6,167.1,37.8,305.8,375.1,2729.7
MALHEUR,2007,151.8,9.5,120.2,9.5,12.7,3.2,69.6,6.3,136,50.6,253,268.8,2549
MALHEUR,2008,56.8,25.3,63.1,37.9,12.6,9.5,60,12.6,138.9,44.2,192.6,138.9,2235.2
MALHEUR,2009,100.9,6.3,69.4,0,37.8,6.3,59.9,9.5,126.1,28.4,192.3,100.9,1847.4
MALHEUR,2010,118,12.8,79.8,6.4,25.5,3.2,95.7,12.8,60.6,16,239.3,105.3,1891.8
MALHEUR,2011,85.9,3.2,85.9,12.7,19.1,0,82.7,6.4,124,41.3,318,85.9,1752.3
MALHEUR,2012,159.3,3.2,70.1,0,15.9,0,86,6.4,156.1,19.1,334.4,216.6,1563.9
MALHEUR,2013,124,6.4,57.3,3.2,28.6,6.4,73.2,9.5,174.9,44.5,302.2,136.8,1593.5
MARION,1991,70,12.7,65.7,3.8,51.7,9.3,137.4,27.1,101.4,186.2,337.1,105.2,2311.6
