County,Year,Assault,Homicide,Sex Crime,Kidnapping,Robbery,Arson,Burglary,Forgery,Theft,Driving,Drugs,Other,Misdemeanor
MARION,1992,64.4,23.1,85.9,9.9,47.9,2.5,128,30.6,82.2,204.9,334.6,121.4,2246.1
MARION,1993,81.5,13.2,70.7,16.5,49,4,125.6,31.3,108,249.7,282.6,104.8,2154.1
MARION,1994,71.5,18.1,58.9,16.9,49.5,7.1,100.9,13.4,144.5,230.9,343.2,205,2166.1
MARION,1995,77.5,28.8,58.7,10.4,57.6,8.8,90.9,15,146.6,189.9,367.6,186.5,2314.3
MARION,1996,75.1,15.8,57.5,12.4,40.6,1.1,83.8,17.3,115.3,198,298.3,170.2,2119.4
MARION,1997,89,10.7,63.6,8.8,48.6,2.9,92,40.5,136.1,173.6,380.4,114.4,2013.8
MARION,1998,106.5,11.6,43,5.8,34.3,1.1,49.8,22.4,105.4,116.6,269,146.3,2137.2
MARION,1999,95.8,5.3,58.5,2.8,17.4,1.1,49,17,113.5,34.1,295.2,111.8,2009.2
MARION,2000,126.1,6.6,52,8.4,27.9,0.7,65.7,26.5,142.2,45.4,351.7,120.2,1907.8
MARION,2001,142.8,6.2,81.8,9,23.2,2.1,66.9,19.8,150.5,45.1,366.1,113,1550
MARION,2002,125.8,4.8,66.3,14.1,23.4,2.7,62.2,18.9,186.3,41.9,416.2,118.6,1505.5
MARION,2003,137.5,9.8,68.3,15.2,30.8,3,75.7,18.6,179.8,47.3,394.7,121.3,1239.3
MARION,2004,169.5,7.4,61.3,13.7,35.2,1.7,70.7,14.1,164.2,43.2,500.6,157.8,1499.4
MARION,2005,187.7,5.6,72.5,12.6,31.8,3,57.6,11.6,162.2,47,492.8,163.2,1367.3
MARION,2006,188.2,7.8,64.2,11.1,30,2,55.1,15.3,150.3,41.7,388,120.7,1374.1
MARION,2007,194.5,7.7,70.4,8.7,33.4,3.2,58.2,18.6,173.3,43.7,343.7,110.9,1393.3
MARION,2008,169.3,7.6,70.8,10.5,36.5,0.6,57.2,9.8,135.3,29.9,290.9,95.3,1344.4
MARION,2009,141.1,3.5,75.4,7.9,31.1,0.6,56.3,10.7,132.6,34.9,298.9,90.8,1358.1
MARION,2010,105.1,6,79.8,6.6,27.9,2.5,60.5,12,118.4,41.2,291.5,126.6,1252.9
MARION,2011,80.2,5.3,65.7,8.2,22,2.2,48.4,6.9,105.3,40.5,271.3,124.2,1250.4
MARION,2012,83.3,3.7,70.8,6.6,34.6,2.5,55.5,5.9,139.8,30.6,287.4,110.8,1278.3
MARION,2013,70.9,6.5,60.4,6.5,34.4,1.9,56.7,9.3,145.9,28.2,289,111.2,1121.2
MORROW,1991,112.2,0,349.1,12.5,0,0,224.4,49.9,137.2,249.4,486.3,187,299.3
MORROW,1992,85.5,36.6,109.9,0,0,0,280.8,0,134.3,256.4,305.3,158.7,488.4
MORROW,1993,34.8,0,104.5,0,23.2,0,139.4,69.7,185.8,162.6,127.8,185.8,197.4
MORROW,1994,22.8,0,159.8,0,11.4,0,68.5,91.3,148.4,171.2,102.7,376.7,159.8
MORROW,1995,0,33.1,99.4,22.1,0,0,99.4,44.2,165.7,154.7,276.2,143.6,364.6
MORROW,1996,85.9,0,85.9,21.5,0,0,182.6,150.4,204.1,150.4,408.2,247,204.1
MORROW,1997,82.4,0,113.3,0,10.3,10.3,61.8,20.6,133.9,82.4,370.8,154.5,206
MORROW,1998,79,9.9,69.1,0,0,0,108.6,9.9,187.6,167.8,227,128.3,246.8
MORROW,1999,158.4,18.6,74.6,9.3,9.3,0,37.3,28,65.2,158.4,121.2,251.6,419.4
MORROW,2000,216.2,0,108.1,18,9,0,63.1,27,54.1,36,297.3,63.1,1099.1
MORROW,2001,89.7,9,116.6,0,0,0,35.9,62.8,71.7,62.8,278,125.6,852
MORROW,2002,44.4,8.9,97.8,0,0,0,71.1,8.9,106.7,35.6,515.6,133.3,995.6
MORROW,2003,119.1,8.5,102.1,8.5,0,0,25.5,8.5,119.1,76.6,323.4,102.1,800
MORROW,2004,161.7,17,119.1,34,0,8.5,8.5,25.5,110.6,25.5,331.9,110.6,629.8
MORROW,2005,117.2,8.4,83.7,0,0,8.4,41.9,8.4,41.9,25.1,318.1,67,761.8
MORROW,2006,66,0,115.5,0,0,0,90.7,0,82.5,41.2,280.4,74.2,626.8
MORROW,2007,64.9,0,121.6,24.3,0,0,137.8,8.1,178.4,48.6,324.3,113.5,672.9
MORROW,2008,72.1,8,56.1,0,32,16,40,8,96.1,16,256.3,56.1,568.7
MORROW,2009,55.8,15.9,119.6,8,0,8,79.7,0,127.6,31.9,199.4,87.7,677.8
MORROW,2010,53.7,8.9,62.6,0,8.9,0,17.9,8.9,71.6,26.8,250.6,89.5,393.7
MORROW,2011,88.7,8.9,115.4,0,17.7,0,35.5,0,142,44.4,142,53.2,328.3
MORROW,2012,61.9,8.8,44.2,0,0,0,79.6,0,97.3,53.1,212.4,132.7,345.1
MORROW,2013,43.8,8.8,26.3,0,26.3,0,43.8,8.8,35,26.3,183.8,140,393.9
MULTNOMAH,1991,147.8,28.6,86,18.4,142.1,7.2,187,89.6,299.3,54.2,1083.8,168.2,3827.6
MULTNOMAH,1992,173.9,27,101.4,17.3,114.2,6.4,166.8,97.3,303.8,73.9,1322,167.8,3780.9
MULTNOMAH,1993,190.7,35,94.6,22.6,105.5,7.1,137.9,92.3,358.8,71.1,1397.7,164.7,3617.7
MULTNOMAH,1994,121.8,18,51.3,13,66.2,5,96.1,33.1,262.8,92.7,847.7,147.6,3363.6
MULTNOMAH,1995,120.7,17.2,37.2,11.3,65,3.7,99.4,40.5,287.9,161.7,1019.4,150.1,3238
MULTNOMAH,1996,105.7,12.4,42.1,9.9,67,3.4,78.6,32.2,222.5,115.1,864.1,151.1,3115.8
MULTNOMAH,1997,95.9,11,36.4,13.5,59.7,3.2,81.4,51.5,263.7,97,952.4,130.9,3398.3
MULTNOMAH,1998,114.3,9.1,35.5,11.5,56.6,3.4,68,52.3,202.4,121.1,904,128.8,3210.5
MULTNOMAH,1999,163.1,11,40.2,8.8,54.5,2.1,58.6,56,187.4,105.4,947.5,125.9,3070.1
MULTNOMAH,2000,183.1,9.4,38.2,10.4,54.6,4.1,60.8,35,229.2,57.8,843.9,115.2,3113.1
MULTNOMAH,2001,173.9,8.7,44.4,8.9,52.7,2,53.6,36.2,242.8,58.7,687.5,107.9,2702.9
MULTNOMAH,2002,171.7,10.7,38.9,13.3,51,3.1,65.8,27,258,44.3,587.4,112.3,2935.6
MULTNOMAH,2003,154.6,9.9,35.7,16.1,47.1,3.5,77,31.1,297.6,48.5,544.7,116,3710.1
MULTNOMAH,2004,129.6,11.1,38,10.1,55.5,2.9,80.8,32.2,293.6,52.2,671.6,105.7,3491.5
MULTNOMAH,2005,135.8,13.1,47.8,9.1,44.6,1.9,85.3,24.7,297,51.8,821.7,120.1,3395.7
MULTNOMAH,2006,129,9.3,60.2,8.6,51.7,2.6,73.6,11.7,247.3,45,698.5,114.7,3455.4
MULTNOMAH,2007,110.7,9.3,50.6,8.6,54.9,4.1,63.5,11.8,226.8,43.4,520.3,108.9,3284
MULTNOMAH,2008,117.7,10.7,47.1,7.7,48.3,3.1,59.5,11.3,186.7,34,421.1,96.8,3351.7
MULTNOMAH,2009,94.1,8.6,56.9,5.4,42.6,2.1,48.3,9.2,146.4,32,363.3,103.8,3186.4
MULTNOMAH,2010,81.7,12.4,48.9,7.2,42.9,1.4,51.2,4.9,150.9,30.3,307.1,108.9,2812.4
MULTNOMAH,2011,78.3,6.5,43,5,35,2.4,53.4,10.1,142.5,26.7,350.2,115.2,2622.8
MULTNOMAH,2012,71.6,10.6,37.7,6.5,44,2.4,55.6,4.5,150.8,27.8,407.5,127.3,2791.8
MULTNOMAH,2013,82.7,8.9,40.1,3.3,35.3,1.7,53.1,7.8,153.5,28.8,479.8,105.5,2666.4
POLK,1991,37,9.7,68.2,9.7,17.5,7.8,74.1,25.3,72.1,237.8,265.1,93.5,1262.9
POLK,1992,49.3,13.3,62.5,9.5,20.8,0,56.9,17.1,77.7,229.3,149.7,102.4,1139.1
POLK,1993,48.3,14.9,55.7,3.7,5.6,3.7,52,18.6,50.1,191.2,154.1,79.8,1049
POLK,1994,50.3,10.8,50.3,7.2,9,0,48.5,5.4,95.2,159.8,183.2,114.9,1210.3
POLK,1995,68.8,15.9,45.9,8.8,38.8,3.5,83,5.3,130.6,199.4,284.2,144.7,1523.1
POLK,1996,70.9,20.7,74.3,8.6,6.9,0,88.2,3.5,140,321.5,183.2,171.1,1400.2
POLK,1997,77.5,13.5,52.2,18.5,21.9,0,117.9,20.2,126.3,328.4,390.8,190.3,1497.4
POLK,1998,80.6,8.2,47.7,8.2,14.8,0,55.9,9.9,88.8,179.2,161.2,118.4,1284.3
POLK,1999,136.1,4.9,30.8,11.3,4.9,8.1,59.9,6.5,77.8,131.2,215.5,103.7,1456.6
POLK,2000,141.9,3.2,52.6,3.2,11.2,1.6,55.8,14.4,102.1,35.1,358.9,127.6,1448.2
POLK,2001,130.5,1.6,44,3.1,26.7,1.6,59.7,3.1,163.5,33,470.1,158.8,1323.9
POLK,2002,89.8,4.7,70.9,7.9,11,4.7,70.9,7.9,130.8,14.2,416.1,122.9,1487.8
POLK,2003,92.2,4.7,79.7,0,20.3,3.1,70.3,1.6,125,43.8,325,112.5,1373.4
POLK,2004,115.5,6.2,84.7,0,6.2,0,52.3,7.7,100.1,37,324.9,57,1401.1
POLK,2005,124.9,3,76.1,0,3,0,68.5,13.7,129.4,15.2,332,99,1315.7
POLK,2006,117,7.5,94.5,3,16.5,3,78,10.5,147,24,325.5,78,1573.4
POLK,2007,131.8,1.5,72.6,10.4,5.9,3,60.7,16.3,124.4,34.1,271.1,100.7,1636.9
POLK,2008,137.8,10.3,90.9,4.4,11.7,4.4,41,8.8,118.7,35.2,219.8,92.3,1560.8
POLK,2009,133.8,2.9,88.7,8.7,10.2,1.5,71.2,7.3,111.9,27.6,359.1,106.1,1456.7
POLK,2010,99.3,6.6,95.4,2.6,10.6,4,50.3,10.6,91.4,15.9,251.7,80.8,1302.1
POLK,2011,77.7,3.9,61.9,1.3,5.3,2.6,63.2,5.3,107.9,17.1,271.2,90.8,1466.5
POLK,2012,83.5,2.6,54.8,2.6,5.2,5.2,67.9,13.1,105.7,20.9,318.4,109.6,1463
POLK,2013,81.7,1.3,46.7,0,6.5,0,44.1,13,115.5,14.3,263.4,122,1278.1
SHERMAN,1991,51.8,0,0,0,0,0,207.3,103.6,518.1,103.6,725.4,466.3,3160.6
SHERMAN,1992,51.5,0,51.5,51.5,0,0,463.9,257.7,567,309.3,257.7,206.2,3453.6
SHERMAN,1993,355.3,101.5,710.7,50.8,0,0,50.8,152.3,253.8,253.8,406.1,50.8,2791.9
SHERMAN,1994,0,0,359,0,0,0,153.8,0,512.8,307.7,205.1,769.2,1846.2
SHERMAN,1995,101,0,50.5,50.5,0,0,252.5,202,353.5,353.5,656.6,303,1111.1
SHERMAN,1996,0,0,520.8,0,0,0,52.1,104.2,104.2,364.6,1250,104.2,677.1
SHERMAN,1997,364.6,52.1,52.1,0,52.1,0,104.2,0,416.7,729.2,729.2,364.6,677.1
SHERMAN,1998,364.6,0,0,156.3,0,0,52.1,156.3,312.5,156.3,364.6,52.1,937.5
SHERMAN,1999,310.9,0,207.3,0,51.8,0,0,0,207.3,51.8,310.9,207.3,4145.1
SHERMAN,2000,51.3,153.8,205.1,51.3,0,0,461.5,0,102.6,51.3,51.3,410.3,6256.4
SHERMAN,2001,157.9,0,52.6,0,0,0,52.6,0,315.8,105.3,736.8,157.9,5473.7
SHERMAN,2002,324.3,0,108.1,0,0,0,162.2,0,162.2,54.1,540.5,162.2,6000
SHERMAN,2003,157.9,52.6,0,0,0,0,368.4,52.6,105.3,0,736.8,368.4,5421.1
SHERMAN,2004,368.4,105.3,105.3,0,0,0,52.6,0,368.4,105.3,210.5,368.4,7105.3
SHERMAN,2005,372.3,53.2,106.4,0,53.2,0,0,53.2,212.8,0,212.8,159.6,6436.2
SHERMAN,2006,107.2,53.6,53.6,0,53.6,53.6,0,160.9,214.5,53.6,643.4,321.7,5415.5
SHERMAN,2007,53.9,0,53.9,0,53.9,0,53.9,0,323.5,53.9,1671.2,215.6,5390.8
SHERMAN,2008,54.2,54.2,108.4,0,0,0,108.4,0,271,108.4,921.4,108.4,3739.8
SHERMAN,2009,109.3,54.6,0,0,0,0,109.3,0,163.9,218.6,2076.5,218.6,3551.9
SHERMAN,2010,113.3,0,0,0,0,0,113.3,0,226.6,56.7,2436.3,453.3,3286.1
SHERMAN,2011,56.7,0,0,0,0,0,0,0,453.3,170,3059.5,509.9,4702.5
SHERMAN,2012,113.3,0,170,0,0,0,170,0,509.9,396.6,2436.3,56.7,3796
SHERMAN,2013,280.9,0,56.2,0,0,0,0,0,449.4,112.4,2303.4,168.5,3146.1
TILLAMOOK,1991,118.3,22.7,54.6,9.1,31.8,9.1,336.7,72.8,236.6,354.9,168.3,195.6,3662.4
TILLAMOOK,1992,107.9,13.5,125.8,13.5,0,13.5,170.8,44.9,148.3,449.4,139.3,283.1,3973
TILLAMOOK,1993,127.5,8.8,131.9,4.4,13.2,26.4,329.7,13.2,87.9,307.7,105.5,320.9,3617.6
TILLAMOOK,1994,138.5,0,47.6,17.3,17.3,0,268.4,0,173.2,376.6,246.8,303,3229.4
TILLAMOOK,1995,101.9,8.5,110.4,12.7,0,12.7,144.4,4.2,165.6,365.2,182.6,327,3104
TILLAMOOK,1996,100.3,4.2,100.3,12.5,16.7,8.4,171.3,4.2,108.6,112.8,204.7,342.5,2936.5
TILLAMOOK,1997,136.5,4.1,78.6,0,0,0,140.7,20.7,99.3,29,235.8,231.7,3711.2
TILLAMOOK,1998,91.2,4.1,66.4,12.4,12.4,0,99.5,16.6,116.1,20.7,257.2,261.3,3662.4
TILLAMOOK,1999,156.9,24.8,49.5,4.1,8.3,12.4,78.4,4.1,123.9,41.3,334.4,210.6,2411.2
TILLAMOOK,2000,127.6,4.1,123.5,20.6,0,12.3,78.2,4.1,98.8,24.7,296.3,185.2,2465
TILLAMOOK,2001,85.4,8.1,52.8,4.1,4.1,4.1,77.2,8.1,56.9,16.3,329.3,162.6,2329.3
TILLAMOOK,2002,77.2,8.1,89.4,44.7,16.3,0,101.6,0,93.5,32.5,313,260.2,2597.6
TILLAMOOK,2003,84.3,8,92.4,8,28.1,4,104.4,4,112.4,32.1,353.4,265.1,2317.3
TILLAMOOK,2004,60.1,8,44.1,0,0,12,76.2,4,116.2,36.1,260.5,156.3,2617.2
TILLAMOOK,2005,103.2,4,67.4,4,15.9,0,123,4,154.7,39.7,261.9,372.9,2650.3
TILLAMOOK,2006,58.8,11.8,86.2,3.9,11.8,3.9,66.6,15.7,125.3,43.1,430.9,270.3,2538.2
TILLAMOOK,2007,58,3.9,61.9,19.3,7.7,7.7,104.5,3.9,116.1,38.7,452.7,181.9,2398.9
TILLAMOOK,2008,53.7,0,61.4,15.3,7.7,3.8,69.1,7.7,107.4,53.7,226.4,176.5,2555.6
TILLAMOOK,2009,42.1,11.5,57.4,3.8,3.8,3.8,88,3.8,103.3,11.5,179.9,137.8,2675.1
TILLAMOOK,2010,27.7,15.8,102.9,7.9,4,0,130.6,7.9,95,43.5,205.9,126.7,2490.1
TILLAMOOK,2011,63.4,0,102.9,4,4,0,106.9,7.9,122.7,23.8,209.9,158.4,2023.4
TILLAMOOK,2012,43.5,0,71.1,0,7.9,0,94.8,4,122.5,35.6,241.1,189.7,2181.4
TILLAMOOK,2013,27.6,0,51.2,15.8,31.5,3.9,55.2,11.8,90.6,23.6,260.1,130,1576.4
UMATILLA,1991,76.1,9.9,79.4,5,19.9,1.7,120.8,61.2,143.9,258.1,228.3,251.5,1495.7
UMATILLA,1992,56.6,11.3,63.1,12.9,30.7,8.1,145.6,58.2,174.7,287.9,160.1,245.8,1327.8
UMATILLA,1993,60.1,11.1,102.8,7.9,22.2,0,155.1,57,178.8,363.9,219.9,297.5,1006.3
UMATILLA,1994,66.8,15.5,63.7,9.3,21.8,1.6,113.4,14,144.5,239.3,186.5,332.5,840.6
UMATILLA,1995,42.7,18.3,45.8,9.2,30.5,0,88.5,15.3,146.5,207.6,384.7,346.5,877.7
UMATILLA,1996,83.1,9.1,77.1,10.6,34.7,3,78.6,19.6,128.4,208.5,386.8,353.5,927.6
UMATILLA,1997,58.5,16.5,63,13.5,13.5,3,90,16.5,151.4,283.4,392.9,404.9,965.7
UMATILLA,1998,148,13.2,70.3,11.7,17.6,5.9,127.5,19,153.8,234.4,534.8,665.2,2218.3
UMATILLA,1999,174.7,12.9,81.6,1.4,18.6,2.9,110.3,20,160.4,134.6,405.3,382.4,1817.3
UMATILLA,2000,179.3,18.3,88.9,5.6,25.4,1.4,83.3,19.8,156.7,39.5,358.5,245.6,2539.2
UMATILLA,2001,135.4,16.9,56.4,9.9,7.1,5.6,119.9,48,203.1,64.9,499.3,280.7,1919.6
UMATILLA,2002,185.9,9.9,54.9,15.5,15.5,5.6,97.2,28.2,185.9,53.5,914.1,232.4,1718.3
UMATILLA,2003,122.4,14.1,42.2,9.8,8.4,2.8,115.3,5.6,215.2,49.2,440.2,104.1,1604.8
UMATILLA,2004,117.6,23.5,65.1,2.8,27.7,4.2,120.4,12.5,153.6,60.9,1122.5,131.5,1435.3
UMATILLA,2005,154.7,13.8,77.4,12.4,19.3,1.4,143.7,13.8,189.2,44.2,768,350.9,1588.5
UMATILLA,2006,102.5,6.9,70.6,5.5,15.2,5.5,90,13.9,181.5,45.7,723.1,181.5,1540.4
UMATILLA,2007,119,11.1,48.4,4.2,23.5,6.9,87.2,16.6,173,47.1,566.1,227,1204.2
UMATILLA,2008,142.3,4.1,42.8,4.1,37.3,2.8,145.1,16.6,168.6,33.2,415.9,192,1467.3
UMATILLA,2009,121.5,4.1,31.8,0,42.8,0,71.8,8.3,107.7,40,349.3,205.7,1503.5
UMATILLA,2010,102.6,5.3,31.6,1.3,14.5,0,57.9,6.6,92.1,34.2,421.1,138.2,1221.1
UMATILLA,2011,103.2,7.8,39.2,1.3,20.9,0,47,2.6,120.1,61.4,399.6,197.2,1493.9
UMATILLA,2012,79.1,5.2,32.4,5.2,13,0,57.1,3.9,129.7,59.6,330.7,238.6,1143.7
UMATILLA,2013,82.2,5.1,35.9,1.3,14.1,2.6,61.6,2.6,125.8,46.2,444.2,245.2,1152.8
UNION,1991,96.1,0,125.3,0,62.7,12.5,263.2,100.3,204.7,154.6,121.1,233.9,3329.2
UNION,1992,45.7,0,133,8.3,29.1,4.2,220.3,37.4,278.5,170.4,216.1,303.4,2427.3
UNION,1993,52.8,16.2,101.5,0,16.2,12.2,117.8,52.8,316.8,125.9,73.1,186.8,2408.6
UNION,1994,120.6,12.1,96.5,4,12.1,0,156.8,32.2,237.1,196.9,293.4,184.9,2709
UNION,1995,64.3,8,72.4,4,32.2,16.1,160.8,8,321.7,265.4,534.8,337.8,2593.5
UNION,1996,120.7,16.1,140.8,16.1,24.1,20.1,241.4,8,289.6,132.7,313.8,301.7,2498
UNION,1997,165,12.1,161,28.2,16.1,8,197.2,24.1,499,177.1,619.7,458.8,2466.8
UNION,1998,105.4,4.1,109.4,4.1,20.3,16.2,186.5,28.4,158.1,133.8,324.3,283.7,2513.2
UNION,1999,93.6,0,57,8.1,8.1,0,81.4,8.1,138.3,65.1,317.3,231.9,2522.4
UNION,2000,158.9,0,77.4,4.1,4.1,4.1,130.3,8.1,158.9,4.1,293.3,179.2,2855.4
UNION,2001,114.1,12.2,85.5,8.1,12.2,8.1,101.8,12.2,187.4,8.1,301.4,162.9,2928.7
UNION,2002,146.3,4.1,65,8.1,16.3,4.1,52.8,4.1,178.9,12.2,374,178.9,2313
UNION,2003,113.6,8.1,125.8,0,16.2,12.2,133.9,4.1,174.4,24.3,503,178.5,2486.8
UNION,2004,112.7,8,76.5,0,4,0,92.6,8,233.4,44.3,470.8,104.6,2660
UNION,2005,152.3,0,52.1,12,12,4,60.1,4,172.3,24,440.9,152.3,2801.6
UNION,2006,139.4,0,123.5,0,8,0,115.5,4,111.5,43.8,262.8,127.4,2345.7
UNION,2007,75.2,0,59.4,0,0,0,99,0,114.9,31.7,261.4,126.7,1984.2
UNION,2008,74.9,3.9,55.2,0,7.9,0,59.1,15.8,130.1,43.4,98.6,98.6,1944
UNION,2009,141.3,19.6,58.9,0,0,0,94.2,15.7,133.5,35.3,172.8,149.2,2049.5
UNION,2010,73.6,0,112.4,0,7.7,0,89.1,0,131.7,50.4,341,131.7,2057.3
UNION,2011,88.5,0,50,3.8,7.7,11.5,111.6,3.8,92.4,84.7,311.8,154,2059.3
UNION,2012,80.2,7.6,91.7,7.6,0,0,137.5,0,114.6,26.7,294.2,183.4,1814.7
UNION,2013,60.8,0,41.8,3.8,0,0,57,3.8,125.4,22.8,281.1,174.7,1720.8
WALLOWA,1991,140.1,0,70,0,0,0,56,14,126.1,84,196.1,140.1,2002.8
WALLOWA,1992,41.4,0,151.7,0,0,0,413.8,0,69,55.2,124.1,151.7,1724.1
WALLOWA,1993,26.9,13.4,188.2,0,13.4,0,134.4,0,40.3,121,53.8,147.8,1733.9
WALLOWA,1994,93.8,0,80.4,13.4,0,13.4,107.2,26.8,134,134,402.1,321.7,1648.8
WALLOWA,1995,13.4,0,40.1,0,0,0,160.4,0,80.2,120.3,213.9,187.2,2205.9
WALLOWA,1996,53.5,13.4,0,0,0,0,26.7,0,187.2,66.8,133.7,107,1657.8
WALLOWA,1997,40.1,26.7,0,0,0,0,107,0,26.7,53.5,93.6,107,1270.1
WALLOWA,1998,68.1,0,27.2,0,0,0,95.4,0,122.6,95.4,163.5,190.7,1852.9
WALLOWA,1999,82.6,0,27.5,0,0,0,27.5,0,68.9,55.1,137.7,110.2,1349.9
WALLOWA,2000,124.1,13.8,27.6,0,13.8,0,41.4,13.8,69,27.6,137.9,110.3,1558.6
WALLOWA,2001,56.3,0,28.2,0,0,0,56.3,0,70.4,0,84.5,112.7,1450.7
WALLOWA,2002,97.9,0,28,0,0,0,83.9,0,181.8,42,69.9,69.9,1566.4
WALLOWA,2003,167.8,0,14,0,0,0,42,0,139.9,28,97.9,69.9,2419.6
WALLOWA,2004,125.9,0,14,0,0,0,195.8,0,83.9,0,321.7,153.8,2615.4
WALLOWA,2005,154.3,0,0,0,0,0,84.2,0,56.1,0,336.6,196.4,2187.9
WALLOWA,2006,56,14,28,0,0,0,112,0,14,14,126.1,154.1,1778.7
WALLOWA,2007,70.1,14,14,0,0,0,56.1,0,70.1,14,42.1,84.2,1669
WALLOWA,2008,126.5,0,42.2,0,0,0,42.2,0,70.3,28.1,70.3,154.6,1419.5
WALLOWA,2009,84.5,0,0,0,0,0,70.4,0,70.4,42.3,84.5,70.4,1464.8
WALLOWA,2010,57.1,0,42.8,0,0,0,142.8,0,57.1,0,142.8,42.8,1641.7
WALLOWA,2011,100.1,0,14.3,14.3,0,0,28.6,0,0,28.6,228.7,114.4,814.9
WALLOWA,2012,57,14.3,14.3,0,0,0,28.5,0,28.5,0,42.8,156.8,1168.9
WALLOWA,2013,42.6,0,42.6,0,0,0,42.6,0,42.6,14.2,42.6,71,1064.6
WASCO,1991,54.1,4.5,148.7,9,4.5,0,130.7,76.6,292.9,414.6,392.1,157.7,4903.1
WASCO,1992,80.2,35.7,133.7,0,26.7,0,142.7,71.3,280.9,472.6,276.4,205.1,3428.4
WASCO,1993,133.7,17.8,151.5,4.5,13.4,4.5,107,75.8,151.5,343.1,294.1,129.2,3066
WASCO,1994,122.7,4.4,96.4,8.8,17.5,4.4,113.9,21.9,262.9,468.9,355,184,4250.7
WASCO,1995,121.6,4.3,52.1,17.4,21.7,0,125.9,13,269.2,317,464.6,230.1,2839.8
WASCO,1996,77.6,8.6,64.7,12.9,56.1,0,112.1,17.2,185.4,319.1,370.8,202.7,2496.8
WASCO,1997,136.9,12.8,111.2,8.6,21.4,0,64.2,21.4,218.1,440.5,547.5,243.8,2994
WASCO,1998,132.4,12.8,89.7,21.4,17.1,8.5,162.3,34.2,213.6,418.6,739,205,3383.2
WASCO,1999,143.5,8.4,101.3,4.2,54.9,0,113.9,25.3,143.5,291.1,409.3,223.6,3557
WASCO,2000,134.2,4.2,79.7,12.6,33.5,16.8,100.6,21,218,58.7,457,146.8,3153
WASCO,2001,202.9,37.3,82.8,12.4,29,0,70.4,24.8,115.9,37.3,356.1,91.1,2873.7
WASCO,2002,227.4,8.4,80,8.4,12.6,4.2,101.1,12.6,151.6,58.9,458.9,101.1,3246.3
WASCO,2003,203.8,0,106.2,0,12.7,17,118.9,4.2,220.8,59.4,416.1,46.7,2352.4
WASCO,2004,159,8.4,96.2,12.6,12.6,0,108.8,4.2,175.7,71.1,569,50.2,2326.4
WASCO,2005,104.4,8.4,46,4.2,8.4,4.2,91.9,4.2,188,79.4,430.3,150.4,2356.4
WASCO,2006,78.9,4.2,74.8,0,16.6,0,74.8,0,187,83.1,390.5,170.3,2442.9
WASCO,2007,111.9,8.3,124.4,0,4.1,4.1,66.3,0,161.7,49.7,485,107.8,2437.3
WASCO,2008,115.8,12.4,74.5,4.1,4.1,0,74.5,4.1,231.7,57.9,318.6,136.5,2010.8
WASCO,2009,161,8.3,94.9,4.1,28.9,0,107.3,0,173.3,57.8,379.7,127.9,2397.9
WASCO,2010,107,7.9,67.4,0,23.8,4,138.7,0,182.3,55.5,376.5,154.5,2203.3
WASCO,2011,126.5,7.9,90.9,0,7.9,0,59.3,7.9,102.8,51.4,513.8,134.4,2043.5
WASCO,2012,188.3,11.8,74.6,3.9,23.5,7.8,94.2,3.9,160.9,90.2,443.4,145.2,1969.8
WASCO,2013,112.4,3.9,46.5,3.9,23.2,0,116.2,7.7,178.2,65.9,588.9,182.1,1987.6
WASHINGTON,1991,48.1,5.1,37.2,3.9,48.7,2.7,123.9,65.9,212.8,143.3,138.8,223.4,1962.9
WASHINGTON,1992,43,9.3,37.4,8.7,37.7,2.3,130,67,163.1,232.5,144.8,139.3,1781.7
WASHINGTON,1993,38,12.6,34.3,3.6,29.3,2.8,99.1,66.1,146.2,218.8,138.7,111.3,1616.8
WASHINGTON,1994,46.9,11.9,36.9,8.6,34.5,1.6,99.4,21,173.7,325.4,178.3,131.4,1429.4
WASHINGTON,1995,47.2,10.1,28.8,6.5,54.7,1.3,72.9,9.3,188.4,321,244.4,199,1324.8
WASHINGTON,1996,64.3,7.8,36.3,13.3,42.5,0.5,69.8,17.8,179.9,325.8,211.7,240.2,1422.2
WASHINGTON,1997,59.6,9,30.3,10.7,37.6,1.7,76.6,43.9,227.1,275.3,244.8,371.3,1334.3
WASHINGTON,1998,67.2,8,27.3,4.5,29.4,0.7,41.1,45.8,145.4,171.3,154.6,306.4,1350.2
WASHINGTON,1999,85.4,2.7,31.5,3.7,20.3,2.1,39.1,48.4,105.1,79.3,163.5,230.2,1468.3
WASHINGTON,2000,80.4,4.2,36.7,7.6,21.8,0.7,40.1,35.8,122,24.7,189.2,157.8,1406.1
WASHINGTON,2001,78.3,3.3,49.8,3.3,24.1,2.4,42.1,28.5,151.6,30.9,172.4,141.5,1248.6
WASHINGTON,2002,68.9,3,41.7,3,19.2,1.1,43.4,28.7,146.9,22.7,186.2,150.7,1247.4
WASHINGTON,2003,77.4,3.8,45.1,5.3,22,1.7,35.1,23.3,122.9,29,146.8,139,1221.8
WASHINGTON,2004,68.1,3.1,48.9,5,23.1,0.8,38.7,30.2,135.6,30.4,198.7,113.5,1249.3
WASHINGTON,2005,78.4,5.5,58.6,5.1,15.5,1,38.8,28.4,141.1,28,194.4,112.7,1283.8
WASHINGTON,2006,79.1,3.6,52.9,2.4,24.6,0.6,35.2,28.2,132.6,27.8,144.4,96.5,1180
